弹幕时间,弹幕内容
2021-03-27 18:34:40,好记者！
2021-03-27 18:34:33,摘棉花可挣钱
2021-03-27 18:33:47,什么踏马叫真实  
2021-03-27 18:31:56,大家好  我是小刚
2021-03-27 18:30:32,每年都一大堆人
2021-03-27 18:30:11,老歌
2021-03-27 18:30:00,挺好的
2021-03-27 18:27:25,六六六
2021-03-27 18:26:12,牛逼啊
2021-03-27 18:23:26,不是全机械化吗？
2021-03-27 18:21:32,勤劳的人们
2021-03-27 18:21:00,这也算是一段快乐记忆，他们都充满笑容
2021-03-27 18:18:05,有吃有喝 一天好几百
2021-03-27 18:15:20,两天一夜，我去过
2021-03-27 18:14:48,火车上的饭又贵又难吃
2021-03-27 18:14:42,勤劳的百姓
2021-03-27 18:12:38,这嗓子厉害
2021-03-27 18:08:38,小刚？
2021-03-27 18:08:22,好！
2021-03-27 18:08:18,他脸上的笑容都是演出来的（狗头）
2021-03-27 18:07:36,我附近好多人去过，三天三夜火车
2021-03-27 18:07:01,我的父老乡亲
2021-03-27 18:05:01,都是善良的人
2021-03-27 18:04:54,费腰 巨累的
2021-03-27 18:04:27,泪目
2021-03-27 18:04:25,洗洗睡，多有年代感的词
2021-03-27 18:04:22,苦中作乐挺好的
2021-03-27 18:03:23,累是累，但辛勤劳动很光荣
2021-03-27 18:02:25,搞得我都想去了
2021-03-27 17:59:52,纯朴
2021-03-27 17:59:43,辛苦挣钱，踏实，高兴
2021-03-27 17:57:52,勤劳的人们
2021-03-27 17:55:35,原来有好多棉农车，现在很少了
2021-03-27 17:55:00,好家伙 十三不亲
2021-03-27 17:54:57,唱的好
2021-03-27 17:54:32,我老爸老妈把青春都给了湖北的棉花事业
2021-03-27 17:54:10,我妗子也去过
2021-03-27 17:53:50,十三亲
2021-03-27 17:53:47,这个真的很累很辛苦的
2021-03-27 17:49:45,我阿爸妈妈也去过
2021-03-27 17:46:05,唱的有味道
2021-03-27 17:45:35,是因为有农闲这个说法
2021-03-27 17:43:16,是挺熟悉的 哈哈哈
2021-03-27 17:39:48,中国这几十年发展迅速。
2021-03-27 17:38:59,哈哈哈哈哈哈
2021-03-27 17:38:46,这的坐车多久啊
2021-03-27 17:38:25,看起来好好吃啊
2021-03-27 17:38:14,包吃包住还有肉肉
2021-03-27 17:37:32,向劳动人民致敬
2021-03-27 17:36:40,跟昭君出塞调子好像
2021-03-27 17:35:59,我初中同学因为去摘棉花辍学了……主要是她妈生了个弟弟……唉
2021-03-27 17:35:57,用这配乐有病啊？？？
2021-03-27 17:30:43,火车太慢了
2021-03-27 17:29:57,牛蛙
2021-03-27 17:27:48,有个纪录片就是讲的  棉花
2021-03-27 17:27:19,中考实验哈哈哈
2021-03-27 17:26:24,勤劳的同胞
2021-03-27 17:25:17,我也想去
2021-03-27 17:24:43,好淳朴
2021-03-27 17:23:59,我妈也去过
2021-03-27 17:23:19,可以啊！
2021-03-27 17:20:56,白狗都知道的，他们就是坏，咱们认清现实就好了。
2021-03-27 17:20:26,真是莫须有，没得黑了就子虚乌有
2021-03-27 17:17:52,他们以为我们和他们黑人和白人一样有种族矛盾 ，但不知道五十六个民族是一家
2021-03-27 17:14:36,河南人民日常
2021-03-27 17:11:22,中国人伟大
2021-03-27 17:10:54,那时候是奔着高工资去的
2021-03-27 17:10:08,摘棉花很辛苦的
2021-03-27 17:09:11,现在300
2021-03-27 17:09:11,厉害好好哦
2021-03-27 17:07:17,现在也有人工采摘啊只不过人工的变少了而已
2021-03-27 17:07:14,封面有点
2021-03-27 17:06:11,中
2021-03-27 17:04:19,舌尖上的中国？
2021-03-27 17:03:17,文化交流哈哈哈
2021-03-27 17:03:09,哈哈哈哈哈哈
2021-03-27 16:57:46,吃饭的嘛
2021-03-27 16:56:05,好
2021-03-27 16:55:35,好
2021-03-27 16:48:18,中
2021-03-27 16:47:28,不愧是河南的！
2021-03-27 16:43:34,挺温馨的画面
2021-03-27 16:34:02,我们镇每年都有组织去采棉的
2021-03-27 16:21:13,现在好像都改机器采了
2021-03-27 16:19:40,我都想去
2021-03-27 16:16:56,现在没这景儿了全改机械化了
2021-03-27 16:14:54,真好
2021-03-27 15:59:18,好厉害
2021-03-27 15:54:48,朴实
2021-03-27 15:52:34,棉花专列，增加很多人的收入
2021-03-27 15:38:20,看的我现在都想去。。。
2021-03-27 14:47:57,怎么跟旅游一样
2021-03-27 14:47:30,400一天，一个月12000，现在这个价格也不低呀
2021-03-27 14:38:11,姐姐眼睛好明亮啊
2021-03-27 14:22:15,大家都是淳朴的脸庞，劳动人民的微笑
2021-03-27 14:18:09,多朴实的话，闲着也是闲着，再看看自己，哪有闲着的时候，一般就是打游戏喝酒
2021-03-27 13:40:18,我妈就去过
2021-03-27 12:13:34,河南去的很多啊。
2021-03-27 12:01:26,人家是真的累真的艰苦你这剪的像业余爱好一样。
2021-04-08 21:53:24,不    准     骂     他
2021-04-09 00:02:19,该跪下的该是日本军国主义而不是国际友人
2021-04-08 21:47:38,我已经把他当成中国人了，矢野浩二怀错胎在日本了
2021-04-10 08:40:03,总感觉浩二长的有点像刘德华哈哈哈，都很帅
2021-04-07 21:24:20,他当真了哈哈哈UP主瞧你这说的哈哈哈
2021-04-09 17:38:59,这不比某拉夫强多了？
2021-04-09 09:09:32,浩二 宫崎骏 鸠山由纪夫这三个都是承认日本人以前的罪恶的
2021-04-10 16:42:20,摸黑个P，这TM是现实
2021-04-09 19:15:38,这一跪，他肃然起敬！
2021-04-09 19:01:18,自信即是巅峰
2021-04-09 19:06:03,好勇敢啊！啥话都敢说
2021-04-11 07:42:08,他只不过是在演现实
2021-04-09 02:44:58,我尊敬每个演鬼子的日本人，因为他们都敢直视历史，值得尊敬
2021-04-09 15:07:16,田 所 浩 二(确 信)
2021-04-17 16:45:16,bgm：穿越时空的思念
2021-04-09 12:35:17,矢野浩二是日本人。但是他是一个睁开眼睛看中国的日本人。
2021-04-08 21:47:18,我看过这个节目这话是对同在场上的韩国人说的，在讽韩国人表里不一
2021-04-08 20:26:20,差点看成田所浩二
2021-04-07 15:22:00,愿意演鬼子的日本演员都是能正视那段历史的
2021-04-09 11:09:31,只要爱中国，我们就是好兄弟
2021-04-08 19:25:19,我们要分得清敌人和朋友！
2021-04-08 16:24:18,这个镜头里，主角现实不是好人，“鬼子”现实是好人
2021-04-10 00:20:46,我不恨日本人，我恨的是日本侵虐者。
2021-04-09 20:56:44,真的很棒，值得尊敬
2021-04-07 15:23:28,他没有背叛自己的祖国，他只是尊重自己的良知
2021-04-15 18:41:48,在中国，道歉是不需要下跪的，只要是真心的，人民都会接受
2021-04-10 10:50:38,不用跪，你的膝盖有黄金
2021-04-10 09:49:44,不用除，嫁给呆蛙的时候，她就不是最受欢迎的了
2021-04-10 01:19:36,以前我们的演员也背对方的词，现在能不说数字就不错了
2021-04-09 18:26:28,不 用 你 道 歉
2021-04-09 17:33:39,开眼看中国的日本人
2021-04-09 01:25:57,一群盲人，甚至不是人的，怎么有勇气去骂一个睁开眼看世界的勇者
2021-04-08 21:54:18,太感动了
2021-04-08 00:26:03,他长的其实挺有味道
2021-04-10 11:24:34,田所浩二的可太草了
2021-04-09 22:31:26,是的 当时他唱了一首刘德华的中国人
2021-04-09 10:00:16,应该说对历史的正视
2021-04-11 19:06:47,浩二是我最喜欢的日本友人之一
2021-04-11 12:20:38,保护我方矢野浩二
2021-04-11 10:19:40,浩二是个睁开眼睛看中国的人
2021-04-10 10:17:54,要是把姓改成田所...
2021-04-09 17:31:18,差点以为是田所浩二
2021-04-09 10:50:31,日本这个国家就没有干净的时候
2021-04-09 01:57:00,我们的敌人是日本军国主义而不是日本人
2021-04-07 23:32:23,他演了很多中剧的鬼子，本人很正能量
2021-04-07 21:28:29,这种演员应该在中国保护一下
2021-04-07 19:10:10,他在为中日关系贡献力量
2021-04-14 02:45:14,记住错的不是一个国家而是这个国家的部分人，我们不能因为这个国家的几个人就认定这个国家没有好人
2021-04-11 12:28:17,dssq力！dssq力！（大悲）
2021-04-11 03:58:02,我不憎恨日本，我憎恨的那些侵略者！
2021-04-10 01:22:03,开心开心极了！
2021-04-10 00:08:14,日本不配有这样的民众
2021-04-09 22:12:30,他真的很可爱
2021-04-09 20:51:10,他们正视历史，是值得敬佩的演员
2021-04-09 18:47:25,在日本他们肯定说他是日奸
2021-04-09 17:48:17,万恶的日本右翼
2021-04-09 17:38:37,这才是朋友
2021-04-09 17:36:11,要是日本的多一点像浩二叔这样的人就好了
2021-04-09 16:08:55,中华民族不以血脉论同 而以民族认同感论同
2021-04-08 20:54:05,前面的是重庆人，所以浩二也算半个重庆人了
2021-04-07 23:14:10,在《走向共和》中，他饰演的是日本的明治天皇，不是高官。
2021-04-07 22:44:16,他媳妇是中国人吧
2021-04-07 17:31:18,兄弟，该道歉的是那些军国主义，不该你道歉
2021-04-07 15:16:36,明明错的是日本军部的那些混蛋，关一个普通人什么事
2021-04-20 17:46:44,国际友人的楷模，不能说他是日奸，因为他做的是正义的事。。。
2021-04-17 13:03:05,抹黑（指把做过的事重新演了一遍
2021-04-15 06:28:12,23333虽然他真的很努力但是抱歉我还是想笑333
2021-04-13 03:45:59,他不是站在中国人的立场，而是站在正义的立场！
2021-04-11 12:26:59,这怕不是投错胎了吧。。。
2021-04-10 19:37:29,我不允许你们骂浩二哥哥
2021-04-10 14:20:39,后来在机场被打了
2021-04-10 13:44:25,，但是日本有极大一部分人知道历史真相就是死活不承认
2021-04-10 13:31:04,说的长得帅那个是伯乐吧？自信很重要。
2021-04-10 08:41:14,不用说，肯定右翼分子干的
2021-04-10 01:08:00,只要心中有中国，我们都是兄弟
2021-04-09 19:28:20,是小兵张嘎里的，我的童年回忆，他的经典之作。
2021-04-09 12:34:02,开心开心极了
2021-04-08 22:05:39,鬼子专业户
2021-04-08 20:29:08,《当真》
2021-04-08 10:15:26,浩二叔加油！
2021-04-06 21:20:54,很了不起了
2021-04-15 22:48:13,剧里最欠踹，剧外惹人爱。
2021-04-11 17:22:02,小时候看他演鬼子，确实觉得他长得帅
2021-04-11 13:49:06,只有这一种，哈哈
2021-04-11 12:14:42,《卖房子的女人》里的中国人
2021-04-10 19:00:22,他比福原爱名气大
2021-04-10 18:57:02,好厉害……虽然说刚开始我也是以为演员会背全剧本
2021-04-10 16:43:41,我真的很喜欢浩二
2021-04-10 16:41:49,浩二的三观真的超正
2021-04-10 16:41:02,像浩二这样能认清现实反思战争的日本人真的不多，这就是我喜欢他的原因之一
2021-04-10 16:33:13,真男人
2021-04-10 11:44:05,其这句话听起来有点怪怪
2021-04-10 09:24:23,其实我是天天向上才知道浩二的
2021-04-10 03:10:16,确实很帅啊
2021-04-09 22:54:59,九州牧云记
2021-04-09 22:05:03,他们岂会感到惭愧！
2021-04-09 17:34:34,朋友来了有美酒，豺狼来了有猎枪
2021-04-09 07:08:59,这样才是国际友人
2021-04-09 01:51:58,敢于承认历史，你是勇士
2021-04-08 22:28:12,太有骨气了
2021-04-08 21:54:42,这句话不对，你给我解释解释什么叫对战争的认可？
2021-04-08 21:22:17,他也没有说过日本人的坏话
2021-04-08 20:19:16,可以的 你值得
2021-04-08 20:03:31,可以看山下智博对他最新的采访，他已经有打算回中国了
2021-04-08 16:54:39,二哥真好
2021-04-08 14:19:05,还有一个90后小伙子叫 西田聪，小伙子也不错
2021-04-08 13:37:18,不对啊，他演过贞子里的尸体
2021-04-08 06:32:53,人这叫国际主义精神
2021-04-08 06:11:41,《走向共和》里演的明治天皇啦
2021-04-07 20:27:31,这个确实，之前看过他在日本的访谈节目，不像有些韩国人，赚中国的钱回去还诋毁
2021-04-17 17:53:01,说田所浩二的请不要用臭气侮辱人家矢野谢谢
2021-04-16 15:59:47,肃然起敬
2021-04-15 13:33:40,太惨了
2021-04-14 19:10:27,重庆好女婿！棒棒哒！加油！
2021-04-14 08:14:28,差点看成田所浩二
2021-04-13 15:12:53,我也觉得有点像刘德华哈哈哈，真的很帅
2021-04-13 06:56:08,小兵张嘎里我恨死他了哈哈演的太好了
2021-04-12 19:17:29,我真的很喜欢他 他是个好人
2021-04-11 16:01:18,田所浩二草
2021-04-11 08:42:39,在中国他说我爱日本，在日本说我爱中国。他真不是偏袒，这是真爱啊
2021-04-10 21:34:52,论浩二的数十种死法
2021-04-10 17:55:39,叫声二哥不过分吧
2021-04-10 16:37:49,就让中国成为他第二个家吧
2021-04-10 16:35:13,这是我唯一喜欢的日本人
2021-04-10 15:10:46,需要抹黑吗？
2021-04-10 14:39:59,这个跟伏拉夫性质完全不同
2021-04-10 13:40:19,我也是因为天天向上知道浩二的
2021-04-10 10:23:10,田所进入直播间
2021-04-10 09:54:03,支持浩二
2021-04-10 01:18:33,重庆人表示这女婿可以
2021-04-10 00:50:32,国际主义……到底是什么
2021-04-09 23:53:43,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
2021-04-09 20:14:54,毕竟日本也是有人的
2021-04-09 19:27:39,是小兵张嘎里的，他的经典之作。
2021-04-09 19:11:41,小兵张嘎那个日本人吗？
2021-04-09 17:16:07,开就开，大不了加入中国籍，日本国籍算个p
2021-04-09 16:20:01,哈哈哈
2021-04-09 15:18:05,我还一直以为他是中国人，难能可贵！
2021-04-09 13:06:57,真是太感谢啊 
2021-04-09 08:59:42,02年六万也不少了吧
2021-04-09 08:41:17,《卖房子的女人》
2021-04-09 02:39:30,矢野浩二人特别温柔，
2021-04-08 21:20:57,哈哈哈哈哈哈
2021-04-08 16:22:35,合格的演员
2021-04-08 14:21:44,真棒
2021-04-08 09:56:46,他的老婆是四川人吧
2021-04-08 06:15:24,二哥有种东方的优雅
2021-04-07 14:14:01,在日本都能让人排挤死
2021-04-06 21:17:06,比很多中国演员强多了
2021-06-30 22:48:20,我就这么说吧、我在矢野浩二身上看到的是骨气、你们细品
2021-05-02 00:52:41,哈哈哈哈哈
2021-04-30 22:08:47,某些人说话尊重点
2021-04-29 20:11:45,黑柳彻子欸！窗边的小豆豆
2021-04-25 13:39:46,浩二是外国人，但不是外人
2021-04-24 14:23:00,浩二哥不愧是国际友人啊
2021-04-23 12:43:06,因为中国让他相信自己选择的演艺生涯，实现自我价值
2021-04-23 01:57:29,就是帅啊！！
2021-04-19 16:20:04,这太努力了，对比一下那些念数字的明星们
2021-04-17 16:27:49,从小就知道他，我感觉他知名度更高啊
2021-04-17 15:33:24,众所周知，日本只有一个浩二
2021-04-16 21:53:39,小兵张嘎里的鬼子头
2021-04-16 19:39:03,错的不是你，是日本资产阶级统治者
2021-04-16 16:00:49,真的太勇敢了
2021-04-16 12:58:09,做为演员被定型很惨
2021-04-16 10:55:02,天呐人间自有真情在
2021-04-15 22:50:48,希望导演们可以公平的给每一位努力的演员出演正面主角的机会！
2021-04-15 18:27:52,银小鬼退散
2021-04-15 06:31:08,您是认清事实的好人，不要您跪地，那些明知事实却还在尽力扭曲它的混蛋们才该下跪
2021-04-15 06:29:12,哈哈哈标准演绎事实变抹黑
2021-04-15 00:59:46,想想在本国说爱别的国家，真的需要勇气
2021-04-14 16:39:28,信仰坚定
2021-04-14 16:35:30,但他真的帅
2021-04-13 23:59:21,不承认历史才是在给本国抹黑
2021-04-13 22:35:37,错的不是你啊……
2021-04-13 22:01:20,这是真爱，不像伏拉夫
2021-04-13 20:11:51,这个才是真正的爱
2021-04-13 19:47:40,抹黑?人家演的是事实!
2021-04-13 19:37:35,什么竹林亮，是竹内亮啊(扶额)
2021-04-13 18:51:11,浩二哥不是中国人么？
2021-04-13 18:10:12,哎，把我们重庆小姐姐裹起跑了
2021-04-13 15:09:16,是真的挺帅啊
2021-04-12 22:03:32,是时候应该安排一些正面人物的角色给他演了
2021-04-12 18:36:59,原来明治就是浩二
2021-04-12 08:07:48,在日本好二哥应该会被判订为日间吧。感觉总是怪怪的。。
2021-04-12 01:19:14,浩二哥是个堂堂正正的人
2021-04-11 19:43:32,哈哈哈哈哈
2021-04-11 19:37:22,一博没骨气！又跑去赚辱花品牌钱！施华洛世奇阴阳人品牌
2021-04-11 11:08:44,说这个可太熟悉了
2021-04-11 08:11:44,现在多少小鲜肉不会背台词
2021-04-10 22:45:22,我们重庆女婿
2021-04-10 21:34:04,令人敬佩！
2021-04-10 20:11:55,你的辛苦，都值得！！！
2021-04-10 19:20:31,真得难受
2021-04-10 19:00:11,不要再让浩二哥演日本鬼子了
2021-04-10 18:59:36,笑死，事实怎么能说是摸黑呢？
2021-04-10 17:20:55,说日本人比较包容的也太能舔了
2021-04-10 16:29:26,重庆崽儿狂喜
2021-04-10 15:40:36,还以为是田所哥
2021-04-10 13:53:31,问题是长得本来就帅啊
2021-04-10 12:42:18,我希望他能开心
2021-04-10 12:07:55,@伏拉夫
2021-04-10 01:40:21,值得敬佩
2021-04-10 01:16:27,开心开心极了~
2021-04-10 00:14:40,跨越时空的思念好评
2021-04-09 21:28:12,日本不要来中国啊。你的行为比很多国人做的都好。
2021-04-09 20:47:09,浩二和竹林亮一样是蛮善良的人，老婆也都是中国人
2021-04-09 19:05:51,卧槽
2021-04-09 17:33:13,电视剧中他被枪毙了很多次了
2021-04-09 17:32:23,啊这…………
2021-04-09 17:29:55,他老婆是中国人啊！
2021-04-09 15:39:04,支持你加入中国
2021-04-09 14:13:14,小时候以为他是学日本人很像的中国演员
2021-04-09 13:12:53,哇塞！小兵张嘎那个日本人是他
2021-04-09 12:49:12,BGM犬夜叉
2021-04-09 12:25:12,记忆的证明印象深刻
2021-04-09 09:25:07,回来吧，中国才是你的家
2021-04-09 06:04:55,比流量明星强
2021-04-09 04:03:58,浩二是日本人，但不是外人！
2021-04-09 02:39:53,浩二君
2021-04-09 01:53:15,他B站有账号啊，一年了都，不知道吗都？
2021-04-08 17:42:49,恰恰相反
2021-04-08 11:04:55,天天向上好评
2021-04-07 22:24:33,一个正直而且正义的外国友人
2021-04-07 21:17:09,卧槽他是斋藤？
2021-04-07 15:24:20,斋藤是你
2021-04-07 15:18:51,三辅研一老师也是对华友好的，经常演鬼子军官
2021-04-07 15:08:48,我说怎么看她那么眼熟啊，这不就是小兵张嘎里面的斋藤吗
2021-04-07 12:19:18,前面的人是手神经坏了吗？没想到还有猴会这样哗众取宠，笑死了
2021-04-07 11:21:18,问一下，天皇算不算是军官？
2021-04-07 10:07:22,浩儿居然是国际友人！
2021-04-06 13:33:43,前面的格局太小了，这类人我们非常欢迎
2022-05-31 00:51:59,浩二是日本籍，但是拿了中国的永驻
2022-05-20 22:18:43,又“被毒死”了？？？
